Month,Product 0,Product 1,Product 2,Product 3,Product 4,Product 5,Product 6,Product 7,Product 8,Product 9,Product 10,Product 11,Product 12,Product 13,Product 14,Product 15,Product 16,Product 17,Product 18,Product 19,Product 20,Product 21,Product 22,Product 23,Product 24,Product 25,Product 26,Product 27,Product 28,Product 29,Product 30,Product 31,Product 32,Product 33,Product 34,Product 35,Product 36,Product 37,Product 38,Product 39,Product 40,Product 41,Product 42,Product 43,Product 44,Product 45,Product 46,Product 47,Product 48,Product 49
0,4.011064086605249,9.306144016650844,5.1533614694976695,8.095820185970474,8.817722277751203,7.626677820706171,4.644207021818651,0.7391960466043601,4.7049935787398915,2.005719774576743,2.085672235957042,1.7753960019911685,3.542414486212886,9.117531262167205,4.335209190432803,1.78295886319636,7.5216224907562275,0.5047056570277519,0.8266851738546488,0.38583441544881136,4.652786064829074,6.038286634957863,1.8178934320545626,5.190297006211498,7.101532758635656,9.249803784408488,5.291316448882264,9.71185732324649,5.472527610162073,0.06437978516888543,4.727767485289474,5.220880797206794,1.5220890808833232,6.542340841138882,1.3044363016690508,4.541488737097188,9.823614509249957,1.3251409415261473,0.6027892124656797,0.678722782821386,0.9614604704294494,8.193423749125193,6.2960650422266395,7.836310051410748,0.7713540276216091,9.719983107656816,8.828335629916417,6.3043312914958305,9.290730885444681,3.981266056502629
1,5.889260966343114,7.858032342905105,3.8159657985597244,7.766999542448152,5.957317128913674,8.911419816727665,3.188335309511654,8.461958365713297,5.541110469324487,5.082623269374962,10.226434859042078,2.507206435564491,2.309828513509249,4.818900766851891,6.419866031187875,10.443701584203204,4.2325876940406,1.97441978631841,10.473872596246764,9.570348216049323,1.260368637886359,2.1789368202432593,9.2937638056346,2.3847429053462013,6.694711357591542,5.7777541417728635,4.066864785265696,1.5660707870099158,10.368352083811839,10.04003602216497,8.2223541733625,7.540781789565219,4.922099366481935,10.736747947700538,8.11007605285694,5.9304837012595915,4.2644148445698296,2.1585305898072598,10.720606982315154,3.744282758185901,2.8744969184061833,3.1489513247749725,8.608539887710421,10.448893160130917,6.015505546956956,7.620835965016029,4.4740422443753,2.2856999574223718,7.812962695241178,4.9128331625021
2,2.2620447388784877,7.005996963461441,7.281271090711367,4.232680417388665,2.0168968195685304,6.465634820828509,7.053258133319284,2.8101884639325396,10.227399059625203,4.401949305307179,2.096902766654572,4.250417345686939,2.8419013702153166,10.259645989260761,9.147672186099042,4.445561377953107,2.6383683930488737,6.267541951920882,9.06041519720711,9.181535785075814,3.9343433499637444,9.400481010324285,11.567298738205102,7.158939771340547,6.3004522886963015,2.2303675507325895,7.073259649787932,8.865622277389829,3.3817526195928673,8.724228622472555,2.3931146127598053,6.317765212722291,10.54275846600924,6.223284835724439,2.884491106669276,2.5669500763600723,3.032728455581393,6.853156973865654,8.746571718889145,2.90894843684152,10.322123064487585,9.764635309150973,2.6116335833016597,5.224178617273323,5.771396984529067,7.02265005910494,6.499653551842733,6.673620054538516,3.047144101989245,5.7375081017996505
3,3.217722619582603,7.483377681511476,11.93114808188161,10.758812238559578,5.491613153962948,10.315445113967135,6.151379752524733,7.961304607220934,3.5042585021253956,8.825199970991214,5.82594018778794,5.93335972938337,4.260540860855159,11.931809199830766,7.512730805650383,9.50871420783572,11.093051666701083,5.8296286350957605,5.733817903540845,6.857371886432413,7.216081234423323,12.321654327248947,11.676328206926632,7.451744272805479,3.2918941948960505,4.0719824252054835,4.962591461840689,5.382363435520055,11.245104457212179,11.964855865817992,3.278872075368619,8.733013273957644,11.05643110789056,7.205124329669898,8.252668365312864,5.861425930325359,9.586462326168085,3.9030040914874746,11.222653089751436,11.074142882699672,4.916166742175625,9.383030202991971,11.32464615668046,7.698270922462435,8.803530332656916,4.0890277990661765,7.624194899624376,11.863518328900431,7.649827749397668,7.662152714792386
4,5.960046686885474,4.387288886444747,10.158617561383824,9.646312804791346,5.08230818588137,11.4163318793926,5.83482026135391,7.486410919561148,8.804814932635022,10.439264322312578,10.216264254531584,11.611930091716259,6.866510553895944,8.923852052853857,10.819101885124834,9.099698562401866,11.68211364414876,6.999364415076734,9.468807525131595,6.446449314750772,8.435972913169088,12.100144628586886,5.0386691243780986,6.29984738870219,11.917644077393012,9.66541328524878,12.274172378443973,13.749337447567491,13.652244749418399,13.49702600232531,9.517869164085166,4.9253612840320935,11.404307729586,9.642974448171778,11.458577285215352,8.553898863461416,5.556629999005521,13.95952840988158,12.89691086275026,12.037493991738646,8.114757110762284,6.131568558686956,6.944397842339578,10.229313396602652,6.482170512579859,11.996809419987311,4.188822317861947,8.803513902073124,11.340152908967905,10.835678945990463
5,9.2128296853157,11.932033372867954,8.671976984409245,7.3244140713881585,12.850505645581848,12.26705158182985,12.064572601756634,5.3174151035248,7.3943873953394945,8.710575722097126,10.818787334191004,5.879886905432007,7.321289590524232,13.125159823764958,12.527403731397822,13.047768995809236,7.944433887389348,12.806189998363216,7.247863033093511,7.898491519345681,13.489818763943202,12.441655113279054,8.322531779180375,10.673343785702173,11.99648463616209,5.919354744062938,5.538022257759497,13.627961680576547,11.299703832589785,13.696531517182947,5.876908748583737,13.659038243734656,5.412475604490764,14.581740907345223,7.273680772021849,12.518621019160792,9.0074866952191,9.030754244167285,7.532869687382625,10.068384497078885,6.845601582524957,5.570840262887452,8.669265379052822,12.198372866509693,9.74174535641778,14.22620277596449,6.7012230118160145,12.183817796241787,13.697976390439774,6.293097557772246
6,15.740558110843041,13.54215621391437,15.16677455762512,6.3770284114808735,8.858488470499967,14.229078779653467,8.747336299161223,6.517239480473618,7.4794328125708125,6.164926692011874,13.824166228333965,9.491216074879858,13.496778456015708,6.5495339221719036,6.781982236601362,13.893405249305417,9.704380528209127,7.1096244233245836,10.052160237558626,12.51298780989183,10.362882072078515,8.024751508959724,10.438895804777712,13.421480973498234,6.960150922485986,11.117212638773418,14.436164447201621,15.935436520705226,12.307561774279677,8.85473329791148,7.260217578231875,6.13355703146135,9.381556210526904,10.84320173185747,11.461910467095722,6.360393740821804,6.612244512241519,6.231607527021584,11.073894406833908,8.665910241714649,10.453057647962048,15.73609258721851,13.9777631440584,8.841255159916614,11.557863910420256,7.975879930730912,13.906008616461415,6.876196452868783,14.379254633873472,8.412625539814059
7,11.342623142797972,11.278615772321523,8.021171795712553,16.088137341651006,8.49011312450109,16.07568022830374,7.1045358055914285,8.735343850425314,15.39138654523264,10.102546368285807,15.48985675567609,16.113439495296188,15.999011164418402,15.672286285319084,15.37762189322453,9.536428464608193,15.430081284273042,13.176280910699226,16.841769638729005,13.105401468161318,13.516983659169746,13.544651618904597,12.523273101940948,8.85730101402483,16.809763708506864,7.959366346350057,14.482628806901412,12.246184102186325,9.907597249233433,9.281907525421847,12.0373916091403,16.319571618832352,12.74129777748651,16.897446158290098,11.297730250200079,11.16355748212231,13.278773032747939,16.073683287058103,7.694227388196298,12.50403143021379,8.546058351346312,14.185608003378373,8.354069019767094,7.045464664012332,12.375161760590188,7.165928018842782,12.355145355028938,7.4569206827519015,8.539793658075222,15.43010447224285
8,15.979294140481246,11.03594313883212,11.984933872477566,12.49294104294688,8.205351769312648,14.175541150623166,16.045548713947593,10.341720114459976,12.00128389885823,12.933141610001908,13.01881118908252,11.334882091816217,9.05420279129215,14.408078376355695,9.514691238998843,9.951766589029493,8.573914547387288,17.147445472704966,16.306700912138822,9.590042777894457,16.67706675490111,13.072982041428629,9.283013707098364,9.131177503995808,10.227977805067686,16.898369750271282,12.509220864991015,14.97209671111959,11.90290153661557,14.226237603788856,15.164481111807984,13.00859239223467,15.600812242471,16.32603753165889,13.599436164140922,13.438525611079102,13.879719958037603,8.251542563604714,17.89101858179336,8.707742241760954,16.17615169493594,9.370357607994755,9.530196450094573,11.592416975153512,10.534624457776989,10.187643894486845,13.633834695688613,12.80062396367179,8.930468687239872,13.13906558829451
9,10.974177904131837,13.802703405701564,11.770202544123688,9.104837440735512,17.87781201664511,12.738984675073812,13.16216996205034,17.77582500103929,16.607709251874066,14.48112380990173,18.02340963755306,18.207013256318778,13.654408030835361,14.656467715232186,9.285580355440791,10.403306186245858,12.999981917516745,17.270977246405252,13.55391369995628,15.935832059717177,15.379803456244108,15.558830272417712,16.69318994721979,9.002272499141718,12.006954448400144,15.954714884023026,9.908874217730922,14.236475240194501,17.945950286306612,18.637058672505255,16.056881874672378,16.64028887000165,12.446078584768319,11.518503282303802,15.672091153778677,10.493050150847914,13.709166922777273,9.22291937575851,16.597110559297995,11.056570799065923,17.40590474125986,16.748543323557293,10.761640451667594,17.84558790594128,9.930639540298074,11.02188445430007,12.724054828574618,10.736557107731334,12.452337427247997,14.677384811639643
